Documento,Pregunta,Anotador,Respuesta
ld0632,¿Qué son los Coronavirus?,CG,"Los coronavirus son [virus con envoltura (una capa lipídica asociada a glicoproteínas), cuyo genoma o conjunto de información genética es una única hebra de ARN de entre 25 y 32 kb] (1kb = 1.000 bases)."
ld0632,¿Cuáles son los dos grandes grupos de Coronavirus de acuerdo a su origen?,CG,"De acuerdo a su origen, los coronavirus podrían dividirse en dos grandes grupos, [uno proveniente de las aves y otro de mamíferos (murciélagos)]."
ld0633,¿Qué medidas económicas se tomaron en Rusia?,CG,"El gobierno [aumentó el monto del seguro por desempleo, implementó pagos especiales para familias con niños por los próximos tres meses, y anunció un impuesto de 15% a los dividendos en cuentas extrajeras]."
ld0633,¿Qué medidas económicas  para las empresas se tomaron en Rusia?,CG,"Para las empresas, [postergó los pagos de todos los impuestos, excepto el IVA], por los próximos seis meses."
ld0633,¿Cuáles días serán no laborables?,CG,"“Decidí que [la semana del sábado 28 hasta el 5 de abril] incluido no será laborable en todo el país, aunque se garantizará el cobro del salario."
ld0636,¿Qué argentinos dejarán de ser repatriados?,CG,El gobierno también anunció este miércoles la suspensión de la repatriación de argentinos que están en el extranjero y [que no sean población de riesgo].
ld0636,¿Cuántos fallecidos por Coronavirus tiene Argentina?,CG,"En cuanto al virus en sí, este miércoles se confirmó el fallecimiento de dos mujeres mayores de 70 años, una en la ciudad de Buenos Aires y otra en la provincia de Chaco, por lo que ya son [ocho] las personas que murieron por Covid-19 en territorio argentino."
ld0636,¿Cuánto dinero recibirá Argentina del Banco Mundial?,CG,"Por otra parte, Fernández mantuvo este miércoles una videoconferencia en la que el vicepresidente del Banco Mundial, Axel van Trotsenburg, le informó sobre la aprobación de un apoyo presupuestario de [300 millones de dólares] para fortalecer el sistema de protección social y minimizar el impacto de la crisis en los sectores más vulnerables, informó Página 12."
ld0639,¿Qué le pedirán al gobierno?,CG,"Por otro lado, Sommaruga afirmó que pedirán al gobierno [que existan controles a los colegios privados], porque entiende que los envíos a seguro de paro son esperables en caso de que se rompa la cadena de pagos, pero no si esa situación se evita."
ld0639,¿Cuándo esperan que el problema sea mayor?,CG,"Pero el mayor problema será [en abril], auguran, cuando disminuya el pago de las cuotas por parte de las familias."
ld0639,¿Cuál es la preocupación del sindicato frente al seguro de desempleo?,CG,"En el sindicato, además, están preocupados respecto de que el mecanismo de seguridad social ante esta situación sea el envío a seguro de desempleo, ya que [por el multiempleo reinante en el sector, el beneficio no es aplicable a una gran proporción de los trabajadores]."
ld0556,¿Cuáles son los artículos de higiene que faltan?,GB,"El fin del llamado a la solidaridad es la “recolección de insumos para el cuidado y prevención de transmisión del virus”, es decir: [jabón líquido, alcohol en gel, tapabocas y guantes descartables]."
ld0556,¿Cómo se planea reponer los artículos?,GB,"El fin del [llamado a la solidaridad] es la “recolección de insumos para el cuidado y prevención de transmisión del virus”, es decir: jabón líquido, alcohol en gel, tapabocas y guantes descartables."
ld0557,¿Qué utilidad tiene saber la secuencia de los genomas del coronavirus?,GB,"En su perfil de la red social, el instituto explicó que el análisis de los genomas del virus permitirá [“saber de dónde provienen las cepas que ingresaron a Uruguay”, “cuándo llegaron”, “si hay diferentes variantes” del nuevo coronavirus en el país y otros aspectos]."
ld0557,¿Cuál es el siguiente proyecto de investigación del Institut Pasteur?,GB,-
ld0558,¿Hasta qué fecha se extendió la cuarentena?,GB,"Se preveía que esta terminara el martes, pero, a raíz de los buenos resultados y las recomendaciones de los expertos, el gobierno de [Alberto Fernández] decidió que termine el [domingo 12]."
ld0558,¿Quién es el presidente de Argentina?,GB,"Se preveía que esta terminara el martes, pero, a raíz de los buenos resultados y las recomendaciones de los expertos, el gobierno de Alberto Fernández decidió que termine el domingo 12."
ld0560,¿Qué equipos son los más complicados?,GB,-
ld0560,¿Cuántos futbolistas son los afectados?,GB,-
ld0561,¿Qué medidas planea tomar la AUF?,GB,"El viernes la Asociación Uruguaya de Fútbol (AUF) comunicó que [enviará a casi todo su personal (alrededor de 400 trabajadores) al seguro de paro], porque la caja propia no alcanza para pagar."
ld0561,¿Cuáles son los clubes más afectados?,GB,-
ld0562,¿Cuánto aumentó la violencia de género dentro de la emergencia sanitaria?,GB,-
ld0562,¿Qué número de teléfono es el 08004141?,GB,Se reforzó la difusión de los [teléfonos de Inmujeres] (08004141 y *4141 desde el celular).
ld0569,¿Cuándo se dispuso la medida?,GB,"El ministro del Interior, Jorge Larrañaga, dispuso [este sábado] que la Policía intensifique la exhortación a la población para que evite aglomeraciones y así reducir los contagios del nuevo coronavirus, Covid-19."
ld0569,¿Qué eventos se suspenden bajo esta medida?,GB,-
ld0572,¿Quiénes son los beneficiarios de las canastas?,GB,"El proyecto, que utiliza el hashtag #QueNoFalteUnPlato, vuelca las donaciones en la compra de alimentos de primera necesidad que distribuye en cajas que entregan a las [alcaldías de localidades vulnerables]."
ld0572,¿Qué propuesta de ayuda hay para los comercios cerrados?,GB,Con [estos bonos] se busca apoyar a los locales que tuvieron que cerrar sus puertas.
ld0573,¿De qué trata el programa Recomiendo?,GB,"Si bien es cierto que justo ahora el programa tienta con mucho de lo que no se puede hacer, también [aporta información sobre productos y recetas sobre lo que el chef prueba junto al entrevistado]."
ld0573,¿En qué canal se televisará Recomiendo?,GB,"Hace 15 días Hugo Soca estrenó Recomiendo, su nuevo programa en [Canal 4]."
ld0575,¿Cuándo se emite Cinemateca?,GB,"Mientras varias productoras y cineastas deciden liberar sus películas u ofrecerlas en plataformas de streaming, la Intendencia de Montevideo, Cinemateca Uruguaya y TV Ciudad llegaron a un acuerdo, por el que [todos los viernes y sábados] (a las 22.00 y a las 23.30; el segundo horario es variable y depende de la duración del primer film) Cinemateca exhibirá sus películas en el canal municipal."
ld0575,¿Qué se emite en Cinemateca?,GB,"Mientras varias productoras y cineastas deciden liberar sus películas u ofrecerlas en plataformas de streaming, la Intendencia de Montevideo, Cinemateca Uruguaya y TV Ciudad llegaron a un acuerdo, por el que [todos los viernes y sábados] (a las 22.00 y a las 23.30; el segundo horario es variable y depende de la duración del primer film) Cinemateca exhibirá sus [películas] en el canal municipal."
ld0583,¿Cuáles son los insumos que se busca desarrollar?,GB,"[Elementos de protección para el personal de salud, objetos de prevención que impidan contagios o incluso respiradores] son algunos de los posibles desarrollos en los que están trabajando en el Laboratorio de Fabricación Digital de la Universidad Tecnológica (Utec)."
ld0583,¿Cómo se planea financiar estos insumos?,GB,"Tras los primeros sondeos, los docentes de la Utec divulgaron en redes sociales [un formulario para quienes quisieran aportar de alguna manera a la iniciativa], y se anotaron 600 personas."
ld0586,¿Cuáles son las comunidades?,GB,También ha liderado esa lucha como dirigente del [pueblo kichwa] de Sarayaku ‒una localidad de la provincia ecuatoriana de Pastaza‒ y es consejera indígena de la organización Amazon Watch.
ld0586,¿De qué parte de Ecuador son las comunidades?,GB,También ha liderado esa lucha como dirigente del pueblo kichwa de [Sarayaku] ‒una localidad de la provincia ecuatoriana de Pastaza‒ y es consejera indígena de la organización Amazon Watch.
ld0594,¿Qué normas se dejan de aplicar?,GB,-
ld0594,¿Quién tomó la medida?,GB,"Una de ellas fue la decisión de [la Agencia de Protección Ambiental] (EPA, en inglés) de suspender la aplicación de las normas que protegen el medioambiente mientras continúe esta situación."
ld0595,¿Quién preside el Banco Central Europeo?,GB,-
ld0595,¿Cuál es el objetivo de este llamado?,GB,Su objetivo es [que esos recursos puedan volcarse en apoyar a las personas y pequeñas empresas a superar la crisis].
ld0597,¿Cuál es la propuesta de Lacalle Pou?,GB,El Secretariado Ejecutivo del PIT-CNT emitió hoy un comunicado para responder el planteo que hizo este jueves el gobierno de [rebajar por ley salarios y jubilaciones públicas superiores a 80.000 pesos para financiar el “fondo coronavirus”].
ld0597,¿Qué es el PIT-CNT?,GB,-
mp0111,¿Cuántos casos activos de coronavirus hay en Estados Unidos?,GB,-
mp0111,¿Cuántos vacunados hay en Estados Unidos?,GB,"En la última semana, los contagios subieron casi un 47 % en EE.UU. y los ingresos hospitalarios por la enfermedad han aumentado el 32 por ciento, mientras la vacunación sigue prácticamente estancada, con [apenas el 57 % de los mayores de 12 años] completamente vacunados, según los CDC."
mp0112,¿Cuántos casos activos de coronavirus hay en Israel?,GB,"El Ministerio de Sanidad israelí señaló en su página web que durante las últimas 24 horas se han registrado 2.112 contagios, para un total de 863.680, con 6.461 muertos. Asimismo, ha indicado que hay [13.147] casos activos, entre ellos 138 pacientes en estado grave."
mp0112,¿Cuántos fallecidos por coronavirus hay en Israel?,GB,"El Ministerio de Sanidad israelí señaló en su página web que durante las últimas 24 horas se han registrado 2.112 contagios, para un total de 863.680, con [6.461] muertos. Asimismo, ha indicado que hay 13.147 casos activos, entre ellos 138 pacientes en estado grave."
mp0114,¿En qué caso se tomaría la pastilla?,GB,"La empresa nipona Shionogi comenzó las pruebas con humanos de su pastilla, que sería de una dosis diaria, y que busca neutralizar el virus en un plazo de días [una vez que una persona se contagia], según recoge este domingo The Wall Street Journal."
mp0114,¿Qué efectividad tendrían las pastillas?,GB,-
mp0116,¿Cuántos son los casos activos de coronavirus en Brasil?,GB,Otros [716.984] pacientes se encuentran en acompañamiento médico en hospitales o en sus residencias después de haber dado positivo en las pruebas clínicas.
mp0116,¿Cuántos son los fallecimientos por coronavirus en Brasil?,GB,"Desde el primer contagio, el 26 de febrero de 2020, y de la primera muerte, el 12 de marzo del mismo año, el gigante latinoamericano suma ahora 19.523.711 casos confirmados y totaliza [547.016] decesos."
mp0117,¿Cuántos casos positivos de coronavirus hay en Argentina?,GB,"Argentina reportó este jueves 13.500 nuevos casos del coronavirus SARS-CoV-2, con lo que el número total de positivos ascendió a [4.812.351], mientras que los fallecimientos se elevaron a 103.074, tras ser notificadas 267 muertes en las últimas 24 horas."
mp0117,¿Cuántos fallecimientos por coronavirus hay en Argentina?,GB,"Argentina reportó este jueves 13.500 nuevos casos del coronavirus SARS-CoV-2, con lo que el número total de positivos ascendió a 4.812.351, mientras que los fallecimientos se elevaron a [103.074], tras ser notificadas 267 muertes en las últimas 24 horas."
mp0120,¿Cuántos son los casos activos de coronavirus?,GB,"Actualmente hay [3.828] casos activos, es decir personas que están cursando la enfermedad, 107 de ellas se encuentran en centros de cuidados críticos."
